date,timestamp,period,period_type,count,houston_humidity_zscore,dallas_zscore,la_precipitation_zscore,nyc_precipitation_iqr,phoenix_humidity_iqr,philadelphia_pressure_zscore,nyc_pressure_iqr,seattle_wind_speed_zscore,la_precipitation_iqr,philadelphia_precipitation_iqr,nyc_precipitation_zscore,nyc_wind_speed_zscore,seattle_precipitation_zscore,nyc_pressure_zscore,dallas_precipitation_zscore,san antonio_zscore,philadelphia_pressure_iqr,phoenix_wind_speed_zscore,la_pressure_zscore,philadelphia_wind_speed_iqr,philadelphia_precipitation_zscore,seattle_humidity_iqr,phoenix_precipitation_zscore,houston_zscore,la_wind_speed_zscore,houston_humidity_iqr,seattle_humidity_zscore,houston_wind_speed_iqr,philadelphia_wind_speed_zscore,seattle_precipitation_iqr,la_pressure_iqr,phoenix_precipitation_iqr,houston_iqr,dallas_iqr,houston_pressure_zscore,seattle_pressure_iqr,dallas_precipitation_iqr,phoenix_pressure_iqr,houston_precipitation_zscore,seattle_pressure_zscore,dallas_pressure_iqr,dallas_wind_speed_zscore,seattle_wind_speed_iqr,san antonio_iqr,dallas_wind_speed_iqr,la_wind_speed_iqr,phoenix_wind_speed_iqr,phoenix_pressure_zscore,houston_pressure_iqr,seattle_temperature_iqr,houston_precipitation_iqr,nyc_wind_speed_iqr
2018-08-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23869.28,,,,,,,,,,11147.43,,,,,,,,
2018-09-09 22:00:00,,,,,,,,,,,,,,0.0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19916.25,,,,,,,,,,,11118.94,,,,,,,,
2019-11-19 05:00:00,,,,,,,,,,,,,,,,,3.1391665556312915,,,,,,,,,,,,,,,,,0.0416,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,
2019-08-18 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18021.27,21800.97,,,,,,,,,,,,,,,,,,
2018-08-19 19:00:00,,,,,,,,,,,,,,0.0145,,,,,,,,,,,,,,,,,,,,,,,17964.69,,,,,,,,,,,11486.5,,,,,,,,
2019-09-04 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,,,,,
2018-11-02 14:00:00,,,,,,,,,,,,3.136869091144126,,,,,3.1837183398321036,,,,,,,,,,,,,,,,,0.0421,,,,,,,,,,,,,13.25,,,,,,,,,
2019-10-15 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124,,,,,,,,,,,,,,,
2018-08-28 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23077.5,,,,,,,,,,11851.17,,,,,,,,
2019-01-02 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1964,
2019-11-30 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131,,,,,,,,,,,,,,,
2020-02-07 01:00:00,,,,,,,,,,,,,,,,,3.486670472397624,,,,,,,,,,,,,,,,,0.0455,,,,,,,,,,,,,,,,,,,,,,
2019-08-14 19:00:00,,,,,,,,,,,,,,,,,,,,3.119058756999308,,,,,,,,,,,,,,,,,19337.31,22361.59,,,0.013,,,,,,,12506.75,,,,,,,,
2019-07-06 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18547.64,,,,,,,,,,,,,,,,,,,
2019-09-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21985.2,,,,,,,,,,11167.78,,,,,,,,
2018-06-02 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18051.72,23140.77,,,,,,,,,,11338.67,,,,,,,,
2019-02-15 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.3,,,,3.626449084505195,,,,,,,,,,,,
2019-03-31 22:00:00,,,,,,,,,,,,,,0.0216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08 01:00:00,,,,,,,,,,,,,,0.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18996.21,,,,,,,,,,,,,,,,,,,
2019-01-21 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,15.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29 00:00:00,,,,,,,,0.0224,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04 10:00:00,,,,,,,,,,,,,,0.118,,,,,,,,,,,3.580159080490795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0312,,,,,,,,,,,,,,,,,,,,,,
2019-10-01 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18051.94,,,,,,,,,,,,,,,,,,,
2019-09-06 06:00:00,,,,,,,,,,,,,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09 18:00:00,,,,,,3.0128619197839845,,,,,,,,,,,,,,3.0464055504551477,,,,,,,,,,,,,,,,,19997.36,24611.59,,,,,,,,,,12373.39,,,,,,,,
2019-08-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17980.53,,,,,,,,,,,11210.98,,,,,,,,
2019-08-19 19:00:00,,,,,,3.0670209815671527,,,,,,,,,,,,,,3.109693815333935,,,,,,,,,,,,,,,,,18778.6,24810.04,,,,,,,,,,12489.56,,,,,,,,
2018-11-09 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,
2019-08-14 23:00:00,,,,,,,,,,,,,,0.0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-20 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18967.14,,,,,,,,,,,,,,,,,,,
2018-06-03 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10724.91,,,,,,,,
2019-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238,,,,,3.0097359785713476,,,19.35,,,,,,,
2019-07-28 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10797.87,,,,,,,,
2020-03-30 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0142,,,,,,,,,,,,,,,,,,,,,,
2018-09-18 14:00:00,,,,,,,,,,,,,,0.0096,,,,,,,,,,,,,,,,,,,,,,,17978.49,,,,,,,,,,,,,,,,,,,
2019-09-18 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11439.81,,,,,,,,
2018-11-14 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.0,,,
2018-07-24 00:00:00,,,,,,,,,,,,,,,,,,,,3.066088816445254,,,,,,,,,,,,,,,,,19000.36,23807.19,,,,,,,,,,12409.52,,,,,,,,
2018-06-06 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18782.06,22789.18,,,,,,,,,,11515.0,,,,,,,,
2018-06-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18415.46,22901.66,,,,,,,,,,11763.54,,,,,,,,
2020-02-29 05:00:00,,,,,,,,,,,,3.1094706453726166,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,13.18,,,,,,,,,
2019-08-07 16:00:00,,,,,,3.0812723607876964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111.73,24862.26,,,,,,,,,,11904.83,,,,,,,,
2020-02-10 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0173,,,,,,,,,,,,,,,
2019-03-21 13:00:00,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-11 13:00:00,,,,,,,,,,,,,,,,,,,3.5701217610166203,,,,,,,,,,,,,,,,,,,,,,0.0876,,,,,,,,,,,,,,,
2019-08-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642,
2019-07-27 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18071.05,,,,,,,,,,,,,,,,,,,
2018-08-23 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18528.2,23159.38,,,,,,,,,,11974.6,,,,,,,,
2018-08-07 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18236.33,22432.55,,,,,,,,,,,,,,,,,,
2020-03-05 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,
2019-04-16 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,,,,,
2019-02-22 02:00:00,,,,,,,,,,,,,,,,,,,,,,,3.193044604141426,,,,,,,,,,,,1002.9,,,,,,,,,,,,,,,,,,,,,
2020-03-10 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081,,,,,,,,,,,,,,,,,,,,
2018-08-15 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18390.13,,,,,,,,,,,,,,,,,,,
2019-08-16 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10870.4,,,,,,,,
2019-07-18 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18586.98,,,,,,,,,,,,,,,,,,,
2018-11-04 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0326,
2019-12-20 08:00:00,,,,,,,,,,,,,,,,,8.547753157609842,,,,,,,,,,,,,,,,,0.1023,,,,,,1000.9,,,,,,,,,,,,,,,,
2019-09-07 01:00:00,,,,,,,,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0345,
2020-02-08 03:00:00,,,,,,,,,,,993.2,,,,,3.459583303340012,,3.1577534464466295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2019-10-18 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,
2020-04-13 14:00:00,,,,,,,,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22 13:00:00,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,
2020-04-10 06:00:00,,,,,,,,,,,994.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-07 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18157.03,,,,,,,,,,,,,,,,,,,
2018-06-14 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23036.57,,,,,,,,,,11144.39,,,,,,,,
2019-08-16 17:00:00,,,,,,3.054000428089325,,,,,,,,,,,,,,3.1549549760994475,,,,,,,,,,,,,,,,,19372.97,24762.33,,,,,,,,,,12572.64,,,,,,,0.0346,
2018-10-13 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206,,,,,,,,,,,,,,,
2019-04-27 07:00:00,,,,,,,,0.0228,,,994.0,,,,,,,3.05519794074639,,,996.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18378.77,,,,,,,,,,,,,,,,,,,
2019-07-12 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17916.94,,,,,,,,,,,,,,,,,,,
2019-08-23 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22442.0,,,,,,,,,,11454.34,,,,,,,,
2019-04-10 02:00:00,,,,,,,,,,,,,,0.0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22032.38,,,,,,,,,,,,,,,,,,
2019-09-28 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,,,,,,,,,,,,,,,,,,,,,,
2020-02-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.3,,,,,,,,,,,,,,,,,,,,,
2020-02-04 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1148705934316805,,,,,,,,,,,,,,,,,,,,,9.52,,,,,,
2018-08-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23522.14,,,,,,,,,,11055.55,,,,,,,,
2019-05-19 18:00:00,,,,,,,4.067532684116625,,,,,,0.0526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,
2018-11-06 03:00:00,,,,,,,,,,,,,,0.0328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-12 16:00:00,,,,,,,,,,,,,,,,,,,,,1038.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-09 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19155.94,23059.42,,,,,,,,,,10887.43,,,,,,,,
2019-08-20 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23748.65,,,,,,,,,,11630.44,,,,,,,,
2019-07-19 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19242.9,,,,,,,,,,,,,,,,,,,
2020-01-10 00:00:00,,,,,,,,,,,1040.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18754.06,22839.94,,,,,,,,,,11255.04,,,,,,,,
2019-07-29 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11359.35,,,,,,,,
2019-05-09 04:00:00,,,,,,,,,,,,,,,,,,,,,,5.128133374694203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48,,,,,
2019-08-31 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10930.55,,,,,,,,
2018-05-31 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17902.7,21867.05,,,,,,,,,,11431.79,,,,,,,,
2019-01-01 18:00:00,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-27 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19564.99,,,,,,,,,,,11629.39,,,,,,,,
2019-01-20 17:00:00,,,,,,,,,,3.1571322046497032,,,,0.0347,,,,,,,993.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18572.87,,,,,,,,,,,,,,,,,,,
2019-07-04 04:00:00,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18501.72,21764.58,,,,,,,,,,10772.22,,,,,,,,
2018-05-17 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18486.73,,,,,,,,,,,,,,,,,,,
2019-02-10 20:00:00,,,,,,,,,,,1038.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22252.69,,,,,,,,,,11288.7,,,,,,,,
2018-12-28 18:00:00,,,,,,,,,,,,,,0.1322,,,,,,,,,,,4.047344266199344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22288.98,,,,,,,,,,,,,,,,,,
2018-07-28 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17887.72,,,,,,,,,,,11014.38,,,,,,,,
2020-03-08 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,,,,,,
2019-02-03 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.7,,,,,,,,,,,,,,,,
2019-07-10 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19470.08,23437.13,,,,,,,,,,11708.14,,,,,,,,
2018-06-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22302.75,,,,,,,,,,10802.47,,,,,,,,
2018-08-16 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19099.93,23644.6,,,,,,,,,,11575.8,,,,,,,,
2020-01-21 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.5,,,
2019-07-21 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22237.64,,,,,,,,,,11224.39,,,,,,,,
2018-07-23 17:00:00,,,,,,3.211333253072929,,,,,,,,,,,,,,3.1832295818256173,,,,,,,,,,,,,,,,,19803.79,25338.83,,,,,,,,,,12624.54,,,,,,,,
2018-12-16 22:00:00,,,,,,,,0.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22 20:00:00,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21848.93,,,,,,,,,,,,,,,,,,
2018-07-18 16:00:00,,,,,,3.2425460114309077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19329.25,25453.2,,,,,,,,,,11656.34,,,,,,,,
2019-09-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206,
2018-09-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0158,,,,,,,,,,,,,,,,,,,,,,
2019-12-15 11:00:00,,,,,,,,,,,997.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06 19:00:00,,,,,,,,,,,,,,0.0084,,,,,,,,,,,,,,,,,,,,,,,18070.39,,,,,,,,,,,,,,,,,,,
2019-07-14 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186,
2019-06-09 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18672.74,,,,,,,,,,,11262.01,,,,,,,,
2019-08-29 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19316.19,23468.2,,,,,,,,,,12019.21,,,,,,,,
2019-11-21 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0119,,,,,,,,,,,,,,,,,,,,
2019-09-03 01:00:00,,,,,,,,0.0356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19043.64,,,,,,,,,,,,,,,,,,,
