date,timestamp,period,period_type,count,houston_humidity_zscore,dallas_zscore,la_precipitation_zscore,nyc_precipitation_iqr,phoenix_humidity_iqr,philadelphia_pressure_zscore,nyc_pressure_iqr,seattle_wind_speed_zscore,la_precipitation_iqr,philadelphia_precipitation_iqr,nyc_precipitation_zscore,nyc_wind_speed_zscore,seattle_precipitation_zscore,nyc_pressure_zscore,dallas_precipitation_zscore,san antonio_zscore,philadelphia_pressure_iqr,phoenix_wind_speed_zscore,la_pressure_zscore,philadelphia_wind_speed_iqr,philadelphia_precipitation_zscore,seattle_humidity_iqr,phoenix_precipitation_zscore,houston_zscore,la_wind_speed_zscore,houston_humidity_iqr,seattle_humidity_zscore,houston_wind_speed_iqr,philadelphia_wind_speed_zscore,seattle_precipitation_iqr,la_pressure_iqr,phoenix_precipitation_iqr,houston_iqr,dallas_iqr,houston_pressure_zscore,seattle_pressure_iqr,dallas_precipitation_iqr,phoenix_pressure_iqr,houston_precipitation_zscore,seattle_pressure_zscore,dallas_pressure_iqr,dallas_wind_speed_zscore,seattle_wind_speed_iqr,san antonio_iqr,dallas_wind_speed_iqr,la_wind_speed_iqr,phoenix_wind_speed_iqr,phoenix_pressure_zscore,houston_pressure_iqr,seattle_temperature_iqr,houston_precipitation_iqr,nyc_wind_speed_iqr
2019-03-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.064402165434277,,,,,,,,,,,,,,,,,,,,,9.43,,,,,,
2018-12-08 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0283,,,,,,,,,,,,,,,
2020-02-05 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15,,,,,
2019-12-15 07:00:00,,,,,,,,,,,993.4,,,,,,,3.1321145700215767,,,997.3,,,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19396.11,,,,,,,,,,,12216.09,,,,,,,,
2019-08-30 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18211.88,,,,,,,,,,,11882.6,,,,,,,,
2019-08-27 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19162.47,,,,,,,,,,,10789.37,,,,,,,,
2018-07-30 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19088.12,,,,,,,,,,,11506.31,,,,,,,,
2019-05-30 02:00:00,,,,,,,,0.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-22 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22764.6,,,,,,,,,,10795.32,,,,,,,,
2018-06-08 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18207.65,,,,,,,,,,,11116.29,,,,,,,,
2019-12-11 03:00:00,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14 12:00:00,,,,,,,,,,,,,,0.0203,,,,,,,,,,,,,,,,,,,,,,,18166.93,,,,,,,,,,,,,,,,,,,
2019-08-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18555.51,,,,,,,,,,,10696.92,,,,,,,,
2018-07-23 18:00:00,,,,,,3.0679052111472855,,0.0197,,,,,,,,,,,,3.286369241865662,,,,,,,,,,,,,,,,,19796.03,24813.28,,,,,,,,,,12813.86,,,,,,,,
2019-08-24 00:00:00,,,,,,,,,,,,,,0.0093,,,,,,,,,,,,,,,,,,,,,,,18212.15,,,,,,,,,,,10861.81,,,,,,,,
2019-07-01 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,
2019-08-11 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18008.2,,,,,,,,,,,,,,,,,,,
2020-02-13 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0199,
2018-07-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22455.41,,,,,,,,,,11713.44,,,,,,,,
2019-01-31 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-21 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23165.55,,,,,,,,,,,,,,,,,,
2019-09-29 03:00:00,,,,,,,,,,,,,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,,0.0262,
2019-08-12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18358.01,,,,,,,,,,,,,,,,,,,
2019-07-05 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18717.97,,,,,,,,,,,10853.27,,,,,,,,
2018-05-30 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18962.49,22353.55,,,,,,,,,,11187.51,,,,,,,,
2019-05-28 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18642.6,,,,,,,,,,,,,,,,,,,
2019-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 23:00:00,,,,,,,,,,,,,,0.0528,,,,,,,997.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18195.8,21764.02,,,,,,,,,,,,,,,,,,
2020-01-15 15:00:00,,,,,,,,,,,,3.211236301095366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44,,,,,,,,,
2019-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,3.1469360504297867,,,19.87,,,,,,,
2019-04-26 13:00:00,,,,,,,,,,,,,,0.0181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22164.79,,,,,,,,,,11195.68,,,,,,,,
2019-10-30 13:00:00,,,,,,,,,,,,,,,,,,,,,,3.5398189336027293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07,,,,,
2018-06-23 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11037.06,,,,,,,,
2018-08-13 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19209.6,,,,,,,,,,,,,,,,,,,
2019-02-22 16:00:00,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24431.12,,,,,,,,,,,,,,,,,,
2020-02-25 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.6,,,,,,,,,,,,,,,,
2019-11-27 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.7,,,
2019-02-05 16:00:00,,,,,,,,,,,,,0.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 13:00:00,,,,,,,,,,,,3.4069394851775763,,,,,,,,,,,,,,,,,,,,,,0.0394,,,,,,,,,,,,,13.94,,,,,,,,,
2019-07-09 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19719.24,22991.89,,,,,,,,,,,,,,,,,,
2020-02-26 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.6,,,,,,,,,,,,,,
2018-01-16 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10872.1,,,,,,,,
2019-08-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.57,,
2018-06-28 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23807.73,,,,,,,,,,11271.0,,,,,,,,
2018-08-30 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22360.49,,,,,,,,,,10993.46,,,,,,,,
2019-08-20 17:00:00,,,,,,3.233848358122621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25421.33,,,,,,,,,,12207.93,,,,,,,,
2018-08-16 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23038.91,,,,,,,,,,11747.66,,,,,,,,
2019-01-14 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,
2018-05-29 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19365.81,22225.52,,,,,,,,,,11111.28,,,,,,,,
2020-03-29 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04,,,,,,,,0.0921,
2019-08-17 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19025.73,23200.61,,,,,,,,,,11375.38,,,,,,,,
2018-09-27 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0503,
2018-11-13 16:00:00,,,,,,,,,,,,,,,,,,,,,,,3.0217692713988247,,,,,,,,,,,,1026.7,,,,,,,,,,,,,,,,,,,,,
2018-07-11 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18185.08,22106.0,,,,,,,,,,10882.1,,,,,,,,
2019-01-01 08:00:00,,,,,,,,0.1577,,,,,,,4.00158879525319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95,,,,,,,,,,,,,,,,,,,,,,,0.1664,
2020-01-12 16:00:00,,,,,,,,,,,,,,0.0564,,,,,,,,,,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18308.06,,,,,,,,,,,10940.69,,,,,,,,
2018-06-13 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18305.44,,,,,,,,,,,,,,,,,,,
2018-06-05 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18448.21,,,,,,,,,,,10924.6,,,,,,,,
2020-03-27 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5466560329650236,,,,,,,,,,,,,,,,,,,,,10.29,,,,,,
2019-08-04 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0259,,,,,,,,,,,,,,,
2019-05-17 15:00:00,,,,,,,,,,,,,,,,,3.3708358334755135,,,,,,,,,,,,,,,,,0.0442,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0352003308247713,,,,,,,,,20303.13,24483.35,,,,,,,,,,11791.39,,,,,,,,
2019-12-14 07:00:00,,,,,,,,,,,,,,0.1121,,,,,,,,,,,3.3860469258654127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-02 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18667.53,22310.6,,,,,,,,,,10911.22,,,,,,,,
2018-07-22 07:00:00,,,,,,,,0.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-27 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0247,
2020-02-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.3,,,,,,,,,,,,,,,,,,,,,
2020-02-22 21:00:00,,,,,,,,,94.0,,,,,,,,,,,,,3.1971120832427435,,,,,7.632620809617017,,,,,,,,,0.1256,,,,,,,,,,,,,,,8.55,,,,,
2019-04-13 22:00:00,,,,,,,,,,,,,,,,,,,10.403353219429048,,,,,,,,,,,,,,,0.0309,,,,,,,0.2403,,,,,,,,,,,,,,,
2019-06-14 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18049.35,,,,,,,,,,,,,,,,,,,
2019-09-29 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,
2019-08-27 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,,,,,,,,,,,,,,,
2018-07-15 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23360.15,,,,,,,,,,,,,,,,,,
2018-07-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22077.5,,,,,,,,,,,,,,,,,,
2019-01-16 07:00:00,,,,,,,4.503285342747173,,,,,,0.0578,,,,,,,,,,,,,,,,3.2999214960888277,,,,,,,,,,,,,,,,,,,,,9.85,,,,,,
2019-08-27 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10871.49,,,,,,,,
2020-02-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.3,,,,,,,,,,,,,,,,,,,,,
2019-09-06 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19217.74,22627.7,,,,,,,,,,11375.71,,,,,,,,
2019-05-10 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.146987979950278,,,,,,,,,,,,0.9223,
2019-08-13 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18105.69,,,,,,,,,,,,,,,,,,,
2019-10-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0187,,,,,,,,,,,,,,,,,,,,,,
2019-08-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18381.35,23666.38,,,0.0139,,,,,,,12224.21,,,,,,,,
2018-08-15 04:00:00,,,,,,,,,,,,,,0.0373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19393.92,23230.8,,,,,,,,,,11608.92,,,,,,,,
2019-08-21 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18471.66,23166.48,,,,,,,,,,10755.97,,,,,,,,
2019-09-15 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17992.8,22388.6,,,,,,,,,,,,,,,,,,
2020-03-19 18:00:00,,,,,,,,,,,,,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153,,,,,,,,,,,,,,,
2019-01-01 04:00:00,,,,,,,,0.0567,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.5,,,,,,,,,,,,,,
2018-08-23 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17954.25,22212.9,,,,,,,,,,11509.59,,,,,,,,
2019-09-11 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22270.75,,,,,,,,,,,,,,,,,,
2020-02-07 06:00:00,,,,,,,,0.0371,,,,,,0.0577,,,,,,,997.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23505.4,,,,,,,,,,,,,,,,,,
2018-01-16 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11049.48,,,,,,,,
2018-09-27 08:00:00,,,,,,,,0.0289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-05 10:00:00,,,,,,,,,,,,,,0.0349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-19 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18672.26,,,,,,,,,,,,,,,,,,,
2019-07-08 18:00:00,,,,,,,,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19376.79,,,,,,,,,,,11304.31,,,,,,,,
2019-08-26 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18551.62,22576.41,,,,,,,,,,,,,,,,,,
2019-12-07 21:00:00,,,,,,,,,,,,,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-02 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18175.45,,,,,,,,,,,,,,,,,,,
2019-08-26 16:00:00,,,,,,3.1819626396735607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20056.4,25231.21,,,,,,,,,,12251.22,,,,,,,,
2019-03-12 15:00:00,,,,,,,,,,,,,,,,,5.135086487827659,,,,,,,,,,,,,,,,,0.064,,,,,,,,,,,,,,,,,,,,,,
2019-01-18 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234,,,,,,,,,,,,,,,,,,,,,,
2019-03-18 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,,,,,,
2020-04-06 03:00:00,,,,,,,,,,,,,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0181,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19046.15,,,,,,,,,,,11654.74,,,,,,,,
2018-10-12 13:00:00,,,,,,,,0.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.2,,,,,,,,,,1033.7,,,,,,,,,,,
2018-08-15 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18493.28,23104.55,,,,,,,,,,11382.11,,,,,,,,
2019-08-19 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18039.52,22918.67,,,,,,,,,,11709.86,,,,,,,,
2019-02-14 19:00:00,,,,,,,8.617796023277931,,,,,,0.1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-14 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11353.47,,,,,,,,
2020-04-04 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,,,,,,,,
2019-07-15 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18068.02,22103.41,,,,,,,,,,11191.57,,,,,,,,
2019-06-18 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,
2018-07-12 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10994.58,,,,,,,,
2018-09-19 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18574.88,22406.25,,,,,,,,,,,,,,,,,,
2019-08-13 15:00:00,,,,,,3.102714928105931,,,,,,,,,,,,,,,,,,,,,,3.04748248405926,,,,,,,,,20336.41,24940.83,,,,,,,,,,12172.59,,,,,,,,
2019-06-02 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18282.48,,,,,,,,,,,,,,,,,,,
2019-06-06 13:00:00,,,,,,,,,,,,,,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18160.23,,,,,,,,,,,,,,,,,,,
2020-03-18 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0156,,,,,,,,,,,,,,,
